"Transaction ID","Announced Date","Closed Date","Transaction Type","Role","Target","Buyer/Investors","Sellers","Rounds","Round Type","Pre-Money Valuation ($mm)","Post-Money Valuation ($mm)","Size ($mm)","Aggregate Amount Raised ($mm)†"
"IQTR651111290",Jan-15-2020,Jan-15-2020,"Merger/Acquisition","Buyer","XNOR.AI, Inc.","Apple Inc. (NasdaqGS:AAPL)","AutoTech Ventures; NGP Capital; Madrona Venture Group, LLC; Plug and Play, LLC; Catapult Ventures Group","-","-","-","-","-","-"
"IQTR647865299",Dec-12-2019,Dec-12-2019,"Merger/Acquisition","Buyer","Spectral Edge Ltd","Apple Inc. (NasdaqGS:AAPL)","IQ Capital Partners LLP; Martlet; Origin Capital Ltd; Parkwalk Advisors Ltd; Wren Capital LLP","-","-","-","-","-","-"
"IQTR639430236",Oct-04-2019,Oct-04-2019,"Merger/Acquisition","Buyer","IKinema Ltd.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR630916104",Jul-25-2019,Dec-02-2019,"Merger/Acquisition","Buyer","Smartphone Modem Business of Intel Corporation","Apple Inc. (NasdaqGS:AAPL)","Intel Corporation (NasdaqGS:INTC)","-","-","-","-","  1,000.0 ","-"
"IQTR625921898",Jun-25-2019,Jun-25-2019,"Merger/Acquisition","Buyer","Drive.ai, Inc.","Apple Inc. (NasdaqGS:AAPL)","HOF Capital; GGV Capital; GPU Ventures; New Enterprise Associates, Inc.; Northern Light Venture Capital","-","-","-","-","-","-"
"IQTR612707663",May-07-2019,Nov-30-2018,"Merger/Acquisition","Buyer","Silk Labs Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR602555217",Feb-15-2019,Dec-31-2018,"Merger/Acquisition","Buyer","Operatedata Ltd.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR594391282",Dec-07-2018,Dec-07-2018,"Merger/Acquisition","Buyer","Platoon Limited","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR587466412",Oct-11-2018,Apr-08-2019,"Merger/Acquisition","Buyer","Certain Assets of Dialog Semiconductor Plc","Apple Inc. (NasdaqGS:AAPL)","Dialog Semiconductor Plc (XTRA:DLG)","-","-","-","-","  300.0 ","-"
"IQTR579360358",Aug-30-2018,"-","Merger/Acquisition","Buyer","Akonia Holographics LLC","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR561415029",May-01-2018,"-","Buyback","Target","Apple Inc. (NasdaqGS:AAPL)",,,"-","-","-","-","  175,000.0 ","-"
"IQTR555809081",Mar-12-2018,Mar-31-2018,"Merger/Acquisition","Buyer","Next Issue Media LLC","Apple Inc. (NasdaqGS:AAPL)","KKR & Co. L.P. (nka:KKR & Co. Inc. (NYSE:KKR)); Rogers Media Inc.; Meredith Corporation (NYSE:MDP); Rogers Ventures Partners; Time Inc. (nka:TI Gotham Inc.); Conde Nast Entertainment LLC; The Hearst Corporation","-","-","-","-","-","-"
"IQTR548302734",Jan-02-2018,Jan-02-2018,"Merger/Acquisition","Buyer","Doe Pics Hit Holdings ULC","Apple Inc. (NasdaqGS:AAPL)","Amplify Partners, LLC; Bloomberg Beta L.P.; First Round Capital; Kleiner Perkins Caufield & Byers","-","-","-","-","-","-"
"IQTR546333558",Dec-11-2017,Sep-24-2018,"Merger/Acquisition","Buyer","Shazam Entertainment Limited","Apple Inc. (NasdaqGS:AAPL)","Acacia Capital Partners; América Móvil, S.A.B. de C.V. (BMV:AMX L); Band of Angels; Buran Venture Capital (nka:Flashpoint Venture Capital); DN Capital (UK) LLP; Institutional Venture Partners; Kleiner Perkins Caufield & Byers; RVC (OJSC), Investment Arm; Arts Alliance; Azini Capital Partners LLP","-","-","-","-","  400.0 ","-"
"IQTR652856084",Dec-05-2017,Dec-05-2017,"Merger/Acquisition","Buyer","Pop Up Archive, Inc.","Apple Inc. (NasdaqGS:AAPL)","500 Startups; FundersClub Inc.","-","-","-","-","-","-"
"IQTR543250748",Nov-09-2017,Nov-09-2017,"Merger/Acquisition","Buyer","InVisage Technologies, Inc.","Apple Inc. (NasdaqGS:AAPL)","InterWest Partners LLC; China Oceanwide USA Holdings Co. Ltd.; Horizon Technology Finance Management, LLC; RockPort Capital Partners; Intel Capital; GGV Capital","-","-","-","-","-","-"
"IQTR541460840",Oct-25-2017,Oct-25-2017,"Merger/Acquisition","Buyer","PowerbyProxi Limited","Apple Inc. (NasdaqGS:AAPL)","Movac Limited; TE Connectivity Ltd. (NYSE:TEL); Samsung Venture Investment Corporation","-","-","-","-","  68.71 ","-"
"IQTR539707831",Sep-29-2017,Mar-31-2017,"Merger/Acquisition","Buyer","Regaind, SAS","Apple Inc. (NasdaqGS:AAPL)","Side Capital","-","-","-","-","-","-"
"IQTR538600319",Sep-22-2017,Nov-02-2017,"Merger/Acquisition","Seller","Imagination Technologies Group plc","Canyon Bridge Capital Partners, Inc. Buyer Funds: Canyon Bridge Fund I, LP","Apple Inc. (NasdaqGS:AAPL); Intel Capital; M&G Investment Management Limited; Standard Life Investments Limited; Tsinghua Unigroup International Co., Ltd; Majedie Asset Management Limited","-","-","-","-","  812.67 ","-"
"IQTR528545236",Jun-26-2017,Jun-26-2017,"Merger/Acquisition","Buyer","SensoMotoric Instruments GmbH","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR431722117",May-13-2017,May-13-2017,"Merger/Acquisition","Buyer","Lattice Data, Inc.","Apple Inc. (NasdaqGS:AAPL)","GV; In-Q-Tel, Inc.; Madrona Venture Group, LLC","-","-","-","-","  200.0 ","-"
"IQTR430348997",May-08-2017,May-08-2017,"Merger/Acquisition","Buyer","Beddit.com Oy","Apple Inc. (NasdaqGS:AAPL)","Veraventure Ltd; Inventure Oy; Open Ocean Capital Ltd. Seller Funds: Inventure Fund II; Seed Fund Vera Ltd","-","-","-","-","-","-"
"IQTR424396562",Mar-22-2017,Mar-22-2017,"Merger/Acquisition","Buyer","DeskConnect, Inc.","Apple Inc. (NasdaqGS:AAPL)","General Catalyst Partners; Lowercase Capital Seller Funds: Rough Draft Ventures","-","-","-","-","-","-"
"IQTR422722383",Feb-22-2017,Feb-20-2017,"Merger/Acquisition","Buyer","RealFace","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR414962552",Dec-07-2016,Sep-27-2017,"Merger/Acquisition","Buyer","30% Stake in Four Energy Companies","Apple Inc. (NasdaqGS:AAPL)","Beijing Tianrun New Energy Investment Co., Ltd.","-","-","-","-","  26.88 ","-"
"IQTR412764657",Dec-01-2016,Dec-31-2015,"Merger/Acquisition","Buyer","Indoor.io","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR402529364",Sep-22-2016,"-","Merger/Acquisition","Buyer","Tuplejump Software Private Limited","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR407749445",Aug-22-2016,Mar-31-2016,"Merger/Acquisition","Buyer","Gliimpse, Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR379373372",Aug-05-2016,Aug-05-2016,"Merger/Acquisition","Buyer","Turi Inc.","Apple Inc. (NasdaqGS:AAPL)","Madrona Venture Group, LLC; Opus Capital; Vulcan Capital; New Enterprise Associates, Inc.","-","-","-","-","  200.0 ","-"
"IQTR338093577",May-12-2016,Jun-13-2016,"Private Placement","Buyer","Didi Chuxing Technology Co., Ltd.","Alibaba Group Holding Limited (NYSE:BABA); SoftBank Group Corp. (TSE:9984); Ant Financial Services Group; China Life Investment Holding Company Limited; Apple Inc. (NasdaqGS:AAPL); Bank of Communications Co., Ltd. (SEHK:3328); China Minsheng Investment Group; Tencent Holdings Ltd., Investment Arm; China Poly Group Corporation Limited; Poly Real Estate Group Co.,Ltd (nka:Poly Developments and Holdings Group Co., Ltd. (SHSE:600048))",,10,"Venture","-","-","  4,800.0 ","  8,955.0 "
"IQTR330680956",Jan-29-2016,Jan-29-2016,"Merger/Acquisition","Buyer","FlyBy Media, Inc.","Apple Inc. (NasdaqGS:AAPL)","Chart Venture Partners; Robert Bosch Venture Capital GmbH; CNF Investments LLC Seller Funds: Chart Venture Partners, L.P.","-","-","-","-","-","-"
"IQTR323729145",Jan-28-2016,Jan-28-2016,"Merger/Acquisition","Buyer","LearnSprout, Inc.","Apple Inc. (NasdaqGS:AAPL)","Imagine K12 (nka:YC/Imagine K12); Andreessen Horowitz LLC; Formation8 Partners; Samsung Venture Investment Corporation","-","-","-","-","-","-"
"IQTR321591291",Jan-07-2016,Jan-07-2016,"Merger/Acquisition","Buyer","Emotient, Inc.","Apple Inc. (NasdaqGS:AAPL)","Handbag, LLC; Intel Capital","-","-","-","-","-","-"
"IQTR317732328",Nov-24-2015,Nov-24-2015,"Merger/Acquisition","Buyer","Faceshift AG","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR312947191",Oct-05-2015,Oct-05-2015,"Merger/Acquisition","Buyer","Perceptio","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR312816618",Oct-02-2015,Oct-02-2015,"Merger/Acquisition","Buyer","VocalIQ Limited","Apple Inc. (NasdaqGS:AAPL)","Parkwalk Advisors Ltd; Amadeus Capital Partners Limited; Cambridge Enterprise Limited Seller Funds: Amadeus IV Early Stage Funds; The University of Cambridge Enterprise Fund II","-","-","-","-","-","-"
"IQTR311638064",Sep-17-2015,Sep-17-2015,"Merger/Acquisition","Buyer","Mapsense, Inc.","Apple Inc. (NasdaqGS:AAPL)","General Catalyst Partners; Amplify.LA; Redpoint Ventures; Formation8 Partners","-","-","-","-","-","-"
"IQTR302508525",May-28-2015,Mar-31-2015,"Merger/Acquisition","Buyer","metaio GmbH","Apple Inc. (NasdaqGS:AAPL)","Enterprise Ireland, Investment Arm; Westcott Investment Group, LLC; Atlantic Bridge","-","-","-","-","  32.0 ","-"
"IQTR301510919",May-17-2015,May-17-2015,"Merger/Acquisition","Buyer","Coherent Navigation Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR291354610",Apr-14-2015,Apr-14-2015,"Merger/Acquisition","Buyer","LinX Computational Imaging Ltd.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","  20.0 ","-"
"IQTR636529307",Mar-25-2015,Mar-25-2015,"Merger/Acquisition","Buyer","FoundationDB, LLC","Apple Inc. (NasdaqGS:AAPL)","Tuesday Capital","-","-","-","-","-","-"
"IQTR331613201",Nov-03-2014,Nov-03-2014,"Merger/Acquisition","Buyer","Union Bay Networks, Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR272904361",Sep-23-2014,Sep-23-2014,"Merger/Acquisition","Buyer","Prss B.V.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR309891606",Jul-30-2014,Jul-29-2014,"Merger/Acquisition","Buyer","Concept.io, Inc.","Apple Inc. (NasdaqGS:AAPL)","Andreessen Horowitz LLC; GV; Zapis Capital Group LLC; Correlation Ventures; InterWest Partners LLC; Orfin Ventures, LLC; Charles River Ventures, Inc.; Draper Fisher Jurvetson (nka:Threshold Ventures)","-","-","-","-","  30.0 ","-"
"IQTR269194483",Jul-25-2014,Jul-25-2014,"Merger/Acquisition","Buyer","Novel Projects, Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR631734333",Jun-06-2014,Jun-06-2014,"Merger/Acquisition","Buyer","Simple Rules, Inc.","Apple Inc. (NasdaqGS:AAPL)","AngelPad","-","-","-","-","-","-"
"IQTR408166578",May-31-2014,May-31-2014,"Merger/Acquisition","Buyer","LuxVue Technology Corporation","Apple Inc. (NasdaqGS:AAPL)","Kleiner Perkins Caufield & Byers","-","-","-","-","-","-"
"IQTR264663869",May-28-2014,Jul-31-2014,"Merger/Acquisition","Buyer","Beats Electronics, LLC","Apple Inc. (NasdaqGS:AAPL)","Carlyle Group L.P. (nka:The Carlyle Group Inc. (NasdaqGS:CG)) Seller Funds: Carlyle Partners V, L.P.","-","-","-","-","-","-"
"IQTR264861156",May-28-2014,Jul-31-2014,"Merger/Acquisition","Buyer","Beats Music, LLC","Apple Inc. (NasdaqGS:AAPL)","CJ E&M America, Inc.; Beats Electronics, LLC","-","-","-","-","-","-"
"IQTR261530046",Apr-03-2014,Dec-31-2013,"Merger/Acquisition","Buyer","Novauris Technologies Ltd","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR257361139",Feb-21-2014,Feb-21-2014,"Merger/Acquisition","Buyer","Burstly, Inc.","Apple Inc. (NasdaqGS:AAPL)","Bonfire Ventures; SoftBank Capital; Daher Capital; Founder Collective; Upfront Ventures","-","-","-","-","-","-"
"IQTR253765863",Jan-05-2014,Jan-05-2014,"Merger/Acquisition","Buyer","SnappyLabs LLC","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR301687978",Dec-31-2013,Dec-31-2013,"Merger/Acquisition","Buyer","Acunu Ltd.","Apple Inc. (NasdaqGS:AAPL)","Pentech Ventures LLP; Oxford Technology Management Limited; Imperial Innovations Group plc (nka:Touchstone Innovations Plc); The Carbon Trust Ltd.; Eden Ventures (UK) Ltd.; Longwall Venture Partners LLP Seller Funds: Oxford Technology Enterprise Capital Fund","-","-","-","-","-","-"
"IQTR530336668",Dec-27-2013,"-","Merger/Acquisition","Buyer","BroadMap LLC","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR252373980",Dec-02-2013,Dec-02-2013,"Merger/Acquisition","Buyer","Topsy Labs, Inc.","Apple Inc. (NasdaqGS:AAPL)","BlueRun Ventures; Founders Fund; Westech Investment Advisors, LLC","-","-","-","-","  200.0 ","-"
"IQTR251871762",Nov-24-2013,Nov-24-2013,"Merger/Acquisition","Buyer","PrimeSense, LTD","Apple Inc. (NasdaqGS:AAPL)","Genesis Partners Ltd.; Kreos Capital; Gemini Israel Funds; Silver Lake; Canaan Partners Seller Funds: Genesis Partners III, L.P.; Gemini Fund IV; Silver Lake Sumeru, L.P.","-","-","-","-","-","-"
"IQTR247790403",Oct-03-2013,Oct-03-2013,"Merger/Acquisition","Buyer","Cue, Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR245296815",Aug-28-2013,Feb-28-2013,"Merger/Acquisition","Buyer","AlgoTrim AB","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR245014540",Aug-22-2013,"-","Merger/Acquisition","Buyer","Embark, Inc.","Apple Inc. (NasdaqGS:AAPL)","SV Angel; Y Combinator Management LLC; BMW i Ventures; Lowercase Capital Seller Funds: BMW i Ventures; Start Fund","-","-","-","-","-","-"
"IQTR244590240",Aug-14-2013,Aug-13-2013,"Merger/Acquisition","Buyer","Matcha, Inc.","Apple Inc. (NasdaqGS:AAPL)","Media Camp","-","-","-","-","-","-"
"IQTR244102303",Aug-01-2013,"-","Merger/Acquisition","Buyer","Passif Semiconductor Corp","Apple Inc. (NasdaqGS:AAPL)","Khosla Ventures","-","-","-","-","-","-"
"IQTR243310545",Jul-19-2013,Jul-19-2013,"Merger/Acquisition","Buyer","Locationary Inc.","Apple Inc. (NasdaqGS:AAPL)","MaRs Discovery District, Investment Arm; Genwealth Ventures LP; Plaza Ventures; Trellis Capital Corporation; Extreme Venture Partners Seller Funds: MaRS Investment Accelerator Fund","-","-","-","-","-","-"
"IQTR243396236",Jul-19-2013,Jul-19-2013,"Merger/Acquisition","Buyer","Hopstop.com, Inc.","Apple Inc. (NasdaqGS:AAPL)","Rhodium Ltd.","-","-","-","-","-","-"
"IQTR233366989",Mar-24-2013,Mar-24-2013,"Merger/Acquisition","Buyer","Wifislam, Inc.","Apple Inc. (NasdaqGS:AAPL)","Relay Ventures Seller Funds: Relay Ventures Fund I LP","-","-","-","-","  20.0 ","-"
"IQTR411638475",Feb-28-2013,Feb-28-2013,"Merger/Acquisition","Buyer","Infinite Power Solutions, Inc.","Apple Inc. (NasdaqGS:AAPL)","Generation Investment Management LLP; D.E. Shaw Venture Capital; In-Q-Tel, Inc. Seller Funds: In-Q-Tel","-","-","-","-","-","-"
"IQTR262030516",Dec-31-2012,Dec-31-2012,"Merger/Acquisition","Buyer","EBD Hydro, Hydroelectric Project at a Central Oregon Site","Apple Inc. (NasdaqGS:AAPL)","EBD Hydro LLC","-","-","-","-","-","-"
"IQTR214786662",Jul-27-2012,Oct-04-2012,"Merger/Acquisition","Buyer","AuthenTec, Inc.","Apple Inc. (NasdaqGS:AAPL)","Advantage Capital Partners; CrossLink Capital, Inc.; EDBV Management Pte Ltd.; Diamondhead Ventures Advisory Fund, L.P.,; Saints Capital Services, LLC; Sofinnova Partners; Newlight Management, LLC; Partners Group Holding AG (SWX:PGHN); AWM Investment Company Inc.; Diamondhead Ventures; Sofinnova Investment, Inc. Seller Funds: Partners Group Secondary 2004, L.P.; Sofinnova Capital IV, FCPR; Advantage Capital Florida Partners I, L.P.; Sofinnova Venture Partners VI, L.P.; EDB Ventures Pte Ltd.","-","-","-","-","  399.61 ","-"
"IQTR208326997",May-31-2012,May-31-2012,"Merger/Acquisition","Buyer","Redmatica Srl","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR182455551",Mar-19-2012,May-05-2018,"Buyback","Target","Apple Inc. (NasdaqGS:AAPL)",,,"-","-","-","-","  210,000.0 ","-"
"IQTR171186305",Feb-23-2012,Feb-23-2012,"Merger/Acquisition","Buyer","Chomp Inc.","Apple Inc. (NasdaqGS:AAPL)","SV Angel; Felicis Ventures; BlueRun Ventures","-","-","-","-","  50.0 ","-"
"IQTR145319088",Dec-20-2011,Dec-20-2011,"Merger/Acquisition","Buyer","Anobit Technologies Ltd.","Apple Inc. (NasdaqGS:AAPL)","Battery Ventures; Intel Capital; Micron Ventures; Pitango Venture Capital Seller Funds: Pitango Fund IV","-","-","-","-","  400.0 ","-"
"IQTR137485603",Jul-14-2011,Jul-19-2011,"Merger/Acquisition","Buyer","C3 Technologies AB","Apple Inc. (NasdaqGS:AAPL)","Saab Ventures","-","-","-","-","  154.98 ","-"
"IQTR136879986",Jun-30-2011,Jul-29-2011,"Merger/Acquisition","Buyer","Nortel Networks Corp., Patent Portfolio","Microsoft Corporation (NasdaqGS:MSFT); EMC Corporation (nka:Dell EMC); Sony Corporation (TSE:6758); Apple Inc. (NasdaqGS:AAPL); Research In Motion Limited (nka:BlackBerry Limited (TSX:BB)); Telefonaktiebolaget LM Ericsson (publ) (OM:ERIC B)","Nortel Networks Corporation","-","-","-","-","  4,500.0 ","-"
"IQTR113580132",Sep-02-2010,Sep-20-2010,"Merger/Acquisition","Buyer","Polar Rose AB","Apple Inc. (NasdaqGS:AAPL)","Nordic Venture Partners Management ApS","-","-","-","-","  29.0 ","-"
"IQTR274029954",Jul-14-2010,Jul-14-2010,"Merger/Acquisition","Buyer","Poly9 Group Inc","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR104546558",Apr-27-2010,Mar-31-2010,"Merger/Acquisition","Buyer","Intrinsity, Inc.","Apple Inc. (NasdaqGS:AAPL)","Goldman Sachs Group, Merchant Banking Division (nka:West Street Capital Partners); Northwater Capital Management Inc.; The Hillman Company; Adams Capital Management, Inc.; Altitude Capital Partners Seller Funds: Adams Capital Management III, L.P.; Northwater Intellectual Property Fund LP1","-","-","-","-","-","-"
"IQTR104595060",Apr-27-2010,Apr-27-2010,"Merger/Acquisition","Buyer","Siri, Inc.","Apple Inc. (NasdaqGS:AAPL)","Morgenthaler; Li Ka Shing Foundation Ltd.; SRI International, Inc.; Menlo Ventures Management, L.P.","-","-","-","-","-","-"
"IQTR99408767",Mar-11-2010,Mar-25-2010,"Merger/Acquisition","Seller","Apple Inc., Eighteen Games Applications","Cascadia Investments, Inc. (OTCPK:CDIV)","Apple Inc. (NasdaqGS:AAPL)","-","-","-","-","-","-"
"IQTR83973402",Jan-05-2010,Jan-05-2010,"Merger/Acquisition","Buyer","Quattro Wireless, Inc.","Apple Inc. (NasdaqGS:AAPL)","Globespan Capital Management LLC; Highland Capital Partners","-","-","-","-","-","-"
"IQTR82490638",Dec-05-2009,Dec-04-2009,"Merger/Acquisition","Buyer","La La Media Inc.","Apple Inc. (NasdaqGS:AAPL)","Ignition Partners; Warner Music Group Corp.; Bain Capital Ventures","-","-","-","-","  80.0 ","-"
"IQTR274028410",Oct-01-2009,Jul-07-2009,"Merger/Acquisition","Buyer","Placebase Inc.","Apple Inc. (NasdaqGS:AAPL)",,"-","-","-","-","-","-"
"IQTR43941180",Apr-22-2008,Apr-30-2008,"Merger/Acquisition","Buyer","P.A. Semi, Inc.","Apple Inc. (NasdaqGS:AAPL)","Bessemer Venture Partners; Focus Ventures; VR Adviser, LLC; Gold Hill Capital Management, LLC; Texas Instruments Incorporated (NasdaqGS:TXN); Highland Capital Partners Seller Funds: Focus Ventures III, L.P.","-","-","-","-","  278.0 ","-"
